UniProt_IDs,DrLLPS_labels,UDSM-LLPS (Random) Score,UDSM-LLPS (UniRef) Score,PSPredictor Score
P29372,regulator,0.2830157,0.16106835,0.0893
O00566,regulator,0.6212469,0.5367174,0.2793
O43347,regulator,0.992584,0.9986613,0.6445
P42345,regulator,0.004808071,0.008808644,0.1459
Q9P2K5,regulator,0.97112197,0.99530727,0.9052
Q9H115,regulator,0.7987664,0.097158216,0.1587
Q8NCW5,regulator,0.00075102,0.0010856559,0.0198
Q14596,regulator,0.9974051,0.9752645,0.4911
Q09161,regulator,0.971437,0.98770344,0.1506
Q9HCD5,regulator,0.99110174,0.9769249,0.7903
Q9GZM8,regulator,0.82361424,0.35237682,0.1351
Q15843,regulator,0.9722695,0.9861144,0.0166
Q16236,regulator,0.78190583,0.8259632,0.5005
Q9BYG3,regulator,0.58463246,0.961528,0.8185
Q8N5F7,regulator,0.9971655,0.99684024,0.9965
Q86UT6,regulator,0.3072661,0.16466664,0.0733
Q96D46,regulator,0.551477,0.07818835,0.1044
Q9Y3T9,regulator,0.16174148,0.46499422,0.4504
Q15233,regulator,0.9837209,0.9980888,0.609
Q9NPE3,regulator,0.3200126,0.41136357,0.0417
Q9NZM5,regulator,0.53962684,0.3166062,0.7244
P46531,regulator,0.10451056,0.019427473,0.604
Q14207,regulator,0.5453212,0.78110474,0.9796
P48145,regulator,0.0015958977,0.0014932395,0.0089
O14511,regulator,0.00051910494,0.004784436,0.9903
P46459,regulator,0.75246686,0.93888414,0.0979
Q9H0G5,regulator,0.9861205,0.8285846,0.2241
O95631,regulator,0.0012002656,0.015095957,0.1887
Q9BW27,regulator,0.39300033,0.117893405,0.0125
Q9GZU5,regulator,0.0039375196,0.0046993825,0.0371
Q8N543,regulator,0.89735556,0.70058966,0.2256
O15294,regulator,0.11480832,0.1386473,0.1014
P47893,regulator,0.017022507,0.00585888,0.0326
Q15620,regulator,0.000527414,0.0044419267,0.0926
P51575,regulator,0.030257763,0.0032007622,0.0173
Q9UBL9,regulator,0.2102465,0.031618144,0.0718
Q86U42,regulator,0.9361928,0.3933291,0.9338
Q9UM07,regulator,0.006928388,0.29382193,0.7653
Q8N7H5,regulator,0.9744006,0.9184365,0.9625
Q13153,regulator,0.815992,0.112033926,0.8841
Q9NPB6,regulator,0.29376864,0.47254178,0.1613
P09874,regulator,0.20808296,0.56675524,0.62
Q86TB9,regulator,0.44486207,0.27031097,0.8619
Q15365,regulator,0.90169924,0.98521847,0.5417
Q15366,regulator,0.97524875,0.9915758,0.4416
P57721,regulator,0.79086334,0.9964651,0.2977
Q15154,regulator,0.667314,0.19729382,0.7968
P29122,regulator,0.07398607,0.016864132,0.891
Q14690,regulator,0.79945296,0.05806791,0.3912
Q8WUM4,regulator,0.18740197,0.93103516,0.9924
Q14432,regulator,0.040815465,0.19594112,0.5786
Q99471,regulator,0.04147626,0.52103186,0.004
O15212,regulator,0.34139818,0.802087,0.0784
Q01813,regulator,0.2704062,0.23945424,0.1453
P07737,regulator,0.031935673,0.10296808,0.2796
O00443,regulator,0.013531461,0.008236908,0.0591
Q13526,regulator,0.9806035,0.962294,0.0152
Q8TC59,regulator,0.20522736,0.14558312,0.0565
Q13018,regulator,0.0396515,0.005988411,0.2238
Q03405,regulator,0.0001263344,0.041518457,0.3335
P53350,regulator,0.9158428,0.14393322,0.0302
Q9NYY3,regulator,0.42263278,0.18540405,0.9455
O43660,regulator,0.9975266,0.9643855,0.0082
Q9UIW2,regulator,0.12722963,0.057643354,0.1067
P51805,regulator,0.102944784,0.034189284,0.132
Q8IY17,regulator,0.17340966,0.20679128,0.3142
O15160,regulator,0.0875501,0.28205478,0.0105
P0DPB6,regulator,0.16484194,0.6428046,0.0082
P30876,regulator,0.76457363,0.21336724,0.0896
Q99575,regulator,0.18831283,0.029256899,0.6756
Q01851,regulator,0.51668197,0.24815805,0.6603
Q9NQ55,regulator,0.8586923,0.6451054,0.0358
Q13427,regulator,0.9984138,0.9943118,0.9977
Q9Y3C6,regulator,0.7075536,0.25944299,0.0124
Q96QC0,regulator,0.92768866,0.9954014,0.981
O14974,regulator,0.6258442,0.21349572,0.7357
O60237,regulator,0.65145856,0.033762895,0.8816
P30153,regulator,0.069941066,0.1212147,0.0027
Q15172,regulator,0.402605,0.38661522,0.0254
Q5VV67,regulator,0.9446423,0.92957616,0.883
O60828,regulator,0.9667544,0.878829,0.5849
P54646,regulator,0.33092046,0.09879636,0.0084
P17612,regulator,0.5157656,0.9732747,0.0473
P10644,regulator,0.924302,0.67635345,0.0133
P78527,regulator,0.7361473,0.10078857,0.1724
O75569,regulator,0.6956919,0.49215102,0.1523
Q99873,regulator,0.6404907,0.7395228,0.0175
O14744,regulator,0.301128,0.033916175,0.0144
Q9NR22,regulator,0.26964504,0.965107,0.1322
Q99633,regulator,0.81357807,0.7986894,0.0278
Q6P2Q9,regulator,0.25029162,0.03237115,0.1962
Q9Y520,regulator,0.68512046,0.98514056,0.9912
P25789,regulator,0.18424731,0.85278696,0.2488
P28066,regulator,0.18179733,0.05209944,0.0292
O14818,regulator,0.97407484,0.90940934,0.0792
P49721,regulator,0.105851196,0.3060624,0.0105
P49720,regulator,0.16610633,0.34838217,0.008
P28072,regulator,0.039782543,0.042435203,0.0166
P17980,regulator,0.8744498,0.99860686,0.078
O00487,regulator,0.107914194,0.12939835,0.1237
Q13200,regulator,0.158841,0.15178205,0.7978
O43242,regulator,0.029356906,0.37781936,0.2804
Q6ISU1,regulator,0.0005762041,0.03966668,0.222
P43119,regulator,0.0032274995,6.476972e-05,0.1664
Q8TB72,regulator,0.5348979,0.65346843,0.9942
P61026,regulator,0.7221181,0.9898982,0.0047
P62820,regulator,0.7841195,0.99105245,0.0091
Q15286,regulator,0.8432569,0.9937529,0.0057
O95755,regulator,0.31728846,0.08449547,0.0391
Q9H0H5,regulator,0.7164333,0.6929233,0.1009
P63244,regulator,0.56151736,0.9762931,0.1014
P78406,regulator,0.96959573,0.99961686,0.1552
P11234,regulator,0.8616338,0.9861696,0.04
P62826,regulator,0.90681636,0.9946346,0.0089
P49792,regulator,0.9224038,0.9324338,0.565
Q8TEU7,regulator,0.8302018,0.35843834,0.836
Q96I25,regulator,0.694047,0.880251,0.7783
P42696,regulator,0.9885966,0.9370204,0.5514
Q9Y5S9,regulator,0.9480623,0.98878014,0.0354
Q9Y2P8,regulator,0.029076269,0.062199067,0.0099
P78509,regulator,0.011429632,0.0007870935,0.8293
P47804,regulator,0.0015457746,6.0642782e-05,0.0156
Q6ZNA4,regulator,0.7695752,0.66611,0.9957
Q8IYW5,regulator,0.6269094,0.31093016,0.6362
Q9H0A6,regulator,0.6057805,0.04057863,0.101
P78317,regulator,0.96219283,0.97294015,0.0306
O76064,regulator,0.9482652,0.56214696,0.2618
P27635,regulator,0.9429212,0.9900619,0.0056
P62913,regulator,0.03574903,0.20269223,0.0102
Q02543,regulator,0.10906574,0.711278,0.0071
P35268,regulator,0.44454408,0.97708774,0.1475
P62910,regulator,0.07589419,0.28074428,0.0152
P42766,regulator,0.7821728,0.7701647,0.0288
Q969Q0,regulator,0.7693609,0.99958163,0.1092
P61927,regulator,0.9505551,0.436605,0.3326
P05388,regulator,0.5990911,0.81783634,0.1025
P62280,regulator,0.087047495,0.44568726,0.0108
P25398,regulator,0.10596076,0.07370906,0.0053
P62244,regulator,0.010213276,0.15260649,0.004
P08708,regulator,0.106897734,0.53359836,0.0044
P39019,regulator,0.17309923,0.4292534,0.0068
P15880,regulator,0.87297153,0.8211115,0.9444
P63220,regulator,0.027951548,0.89560115,0.0056
P62266,regulator,0.9311014,0.871933,0.0035
P62847,regulator,0.6281867,0.9425799,0.0562
P62979,regulator,0.096976794,0.97700286,0.0069
P62857,regulator,0.5683731,0.99380445,0.0282
P23443,regulator,0.9482193,0.2223002,0.2066
Q9UBS0,regulator,0.99177855,0.45079368,0.2357
P46781,regulator,0.48532203,0.9834345,0.0171
P08865,regulator,0.0766888,0.07934638,0.0062
P23921,regulator,0.04369414,0.42266208,0.1191
Q96EU6,regulator,0.63814497,0.34974062,0.885
O43159,regulator,0.8411724,0.5423435,0.9612
Q15050,regulator,0.9903653,0.99972504,0.2732
Q86UN2,regulator,0.0541642,0.00087089045,0.1703
Q01196,regulator,0.9926724,0.9826462,0.6184
Q9Y265,regulator,0.7281736,0.94787824,0.1721
Q9Y230,regulator,0.9738626,0.9962643,0.1412
Q9Y3Z3,regulator,0.3655432,0.18571049,0.1926
P49591,regulator,0.50533426,0.3913323,0.0381
Q15020,regulator,0.85560614,0.11455585,0.2082
O00767,regulator,0.040750153,0.012842801,0.0331
Q86SK9,regulator,0.03399722,0.004759955,0.0719
Q8WVM8,regulator,0.02388504,0.11532009,0.8614
O95968,regulator,0.016375413,0.09734065,0.004
O75880,regulator,0.045906253,0.014293578,0.0067
Q9NVU7,regulator,0.41369364,0.42696062,0.2226
P23246,regulator,0.9918864,0.9973054,0.9964
Q96HF1,regulator,0.004476989,0.029550703,0.0687
Q8N6T7,regulator,0.7767493,0.6791047,0.0621
P63208,regulator,0.44327015,0.55588984,0.0119
Q9NY26,regulator,0.00038830258,0.00048873585,0.1543
Q9Y6R1,regulator,0.29441527,0.01263604,0.4775
P31645,regulator,0.97873473,0.9968719,0.0337
O43541,regulator,0.03713469,0.18138681,0.1523
O95347,regulator,0.36910394,0.022983393,0.0838
Q9NY59,regulator,0.029576132,0.08333941,0.7175
P60880,regulator,0.4908316,0.27659404,0.0189
Q7KZF4,regulator,0.10758414,0.9913312,0.1143
P08621,regulator,0.9953844,0.9942735,0.5136
P14678,regulator,0.9999709,0.9999248,0.7398
P09234,regulator,0.9813836,0.99985254,0.3325
P62314,regulator,0.97288394,0.9969752,0.0353
P18583,regulator,0.997879,0.9996101,0.8714
Q99523,regulator,0.0692817,0.12589876,0.1968
P23497,regulator,0.9360758,0.8714651,0.9918
Q8N0X7,regulator,0.86512774,0.702865,0.7947
P37108,regulator,0.0029362834,0.03828463,0.1114
O76094,regulator,0.2718956,0.6228714,0.8959
P49458,regulator,0.41418165,0.21748765,0.0056
P84103,regulator,0.9999465,0.99999857,0.8645
P61278,regulator,0.5958435,0.17953125,0.0041
P32745,regulator,0.019133877,0.007004734,0.0739
P40763,regulator,0.49149635,0.0674574,0.3139
Q9NUL3,regulator,0.8931991,0.085165076,0.9105
Q8N1F8,regulator,0.14730465,0.1965482,0.5104
Q15208,regulator,0.31379235,0.0569806,0.0456
Q9Y3F4,regulator,0.988694,0.99501735,0.0213
Q16623,regulator,0.17838062,0.3260997,0.0288
Q8WUJ0,regulator,0.7359594,0.64022666,0.0112
Q9Y6J8,regulator,0.24149145,0.40655938,0.0815
P63165,regulator,0.40997002,0.96697134,0.0196
P61956,regulator,0.9578055,0.99884087,0.4944
Q6EEV6,regulator,0.87870425,0.9926319,0.3713
O94901,regulator,0.09407494,0.011116608,0.3693
Q7KZ85,regulator,0.9580304,0.80881906,0.5117
P43405,regulator,0.7401667,0.08585041,0.0175
Q92797,regulator,0.30221966,0.065415435,0.5602
O95359,regulator,0.8358299,0.6585718,0.9614
Q9Y6A5,regulator,0.5594999,0.7864845,0.951
P26639,regulator,0.65222585,0.7689898,0.113
P59534,regulator,0.11990959,0.0021480024,0.0184
P20226,regulator,0.86797667,0.5643394,0.9909
O15273,regulator,0.70511776,0.6609963,0.0193
P13385,regulator,7.413305e-05,0.0003879468,0.0289
Q8NHU6,regulator,0.19967192,0.22486472,0.2333
Q8NDF8,regulator,0.5109468,0.4175566,0.9983
P54274,regulator,0.7287253,0.8437094,0.1138
Q15554,regulator,0.59642947,0.17329623,0.9696
Q9NYB0,regulator,0.46864206,0.10259419,0.1568
O14746,regulator,0.051010344,0.09101811,0.3325
Q8IWB6,regulator,0.86424273,0.6299271,0.4773
P36897,regulator,0.13367514,0.08591683,0.016
P10827,regulator,0.92533135,0.65552765,0.3358
Q86UE8,regulator,0.8695536,0.16099533,0.9728
Q92973,regulator,0.9663754,0.94494516,0.2383
Q8NDV7,regulator,0.9937417,0.9991405,0.9916
O95985,regulator,0.8111332,0.8872693,0.0831
Q9NS56,regulator,0.976458,0.9121062,0.9842
Q12888,regulator,0.45879614,0.4717848,0.8286
P12270,regulator,0.81299645,0.98816353,0.8805
O43734,regulator,0.43745297,0.22603635,0.9198
Q9Y4K3,regulator,0.71735966,0.7406727,0.4503
Q96RU7,regulator,0.123002216,0.051631454,0.0727
Q2Q1W2,regulator,0.016220668,0.123142846,0.9153
Q13507,regulator,0.16655824,0.011904074,0.12
Q9HCX4,regulator,0.09399637,0.015834235,0.0828
Q9HCF6,regulator,0.54758465,0.04545331,0.3833
Q2NL82,regulator,0.6172882,0.06920837,0.1619
P23258,regulator,0.070035994,0.36590463,0.0107
Q15672,regulator,0.378571,0.86675864,0.418
Q96RR1,regulator,0.1607339,0.52760386,0.0539
P26368,regulator,0.52718794,0.6979666,0.0708
Q9UBT2,regulator,0.9504352,0.9604529,0.1486
P62987,regulator,0.73419994,0.922109,0.0146
Q14157,regulator,0.9854344,0.9824709,0.9987
P63279,regulator,0.6857867,0.71840024,0.0287
P61081,regulator,0.10472061,0.17083818,0.0257
Q9BZV1,regulator,0.080819905,0.2030505,0.0997
A0A096LP55,regulator,0.3423121,0.60136646,0.0049
Q14694,regulator,0.38658473,0.1996097,0.8846
Q9UPT9,regulator,0.11834609,0.10822588,0.1461
Q9Y6I4,regulator,0.020503504,0.11602701,0.305
P45974,regulator,0.63752234,0.110282905,0.2701
Q5TAP6,regulator,0.8784987,0.7453061,0.1831
Q9Y5J1,regulator,0.6390455,0.87039196,0.1206
P55072,regulator,0.6593877,0.9958164,0.5306
P49765,regulator,0.018917162,0.2036108,0.6942
Q9H270,regulator,0.7772169,0.52392614,0.0364
Q99986,regulator,0.91742426,0.54495984,0.3581
Q9UNX4,regulator,0.7325749,0.96014076,0.0466
P61964,regulator,0.99892706,0.9027785,0.3154
Q9H6Y2,regulator,0.8888352,0.98669565,0.0181
O43379,regulator,0.89036775,0.659669,0.8351
Q9BUR4,regulator,0.73679507,0.6011759,0.1778
Q14191,regulator,0.89769346,0.489592,0.2455
A6NIX2,regulator,0.6907349,0.64260006,0.3537
Q9HAV4,regulator,0.07606314,0.096015826,0.1751
Q8IZH2,regulator,0.88795924,0.51934886,0.1643
Q9H0D6,regulator,0.9933896,0.97596174,0.5197
Q9GZM5,regulator,0.31855127,0.0065620667,0.0193
Q8TCF1,regulator,0.05036789,0.15260948,0.0278
Q9H2Y7,regulator,0.889419,0.97926635,0.9779
Q9Y4E5,regulator,0.24788061,0.33018062,0.0651
Q86UK7,regulator,0.62055016,0.86674243,0.8872
Q9P1U0,regulator,0.39325643,0.9213809,0.0829
Q05996,regulator,0.030382523,0.004683387,0.4086
